schema,table,column,comment,col_seq,table_comment
bid,contract_history,mc_reg_st_cd,가맹점등록상태코드,3,
bid,contract_history,cgp_sno,담당자일련번호,4,
bid,contract_history,sys_cre_dttm,시스탬생성일시,5,
bid,contract_history,sys_cre_id,시스템생성자ID,6,
bid,contract_history,sys_upd_dttm,시스탬수정일시,7,
bid,contract_history,sys_upd_id,시스템수정자ID,8,
bid,contract_history,hdfs_upd_dttm,하둡변경일시,9,
bid,contract_history,pt_cre_dt,,10,
bid,contract_merchant,lgft_reg_mc_sno,ID,1,
bid,contract_merchant,sido_cd,지역그룹관리번호,2,
bid,contract_merchant,sgg_cd,DB계정명,3,
bid,contract_merchant,lgft_mc_apl_sno,신청접수ID,4,
bid,contract_merchant,bzno,사업자등록번호,5,
bid,contract_merchant,mc_id,가맹점ID,6,
bid,contract_merchant,mc_vrfc_st_cd,가맹점검증상태코드,7,
bid,contract_merchant,mc_reg_type_cd,가맹점등록유형코드,8,
bid,contract_merchant,sys_upd_dttm,시스템수정일시,9,
bid,contract_merchant,mc_usep_apv_dt,가맹점사용가능승인일시,10,
bid,contract_merchant,mc_usep_apv_st_cd,가맹점사용가능승인상태코드,11,
bid,contract_merchant,mc_vrfc_reg_dt,검증등록일시,12,
bid,contract_merchant,mc_usep_dsbl_dt,CANCEL_DT,13,
bid,contract_merchant,acqr_dv_cd,MERCHANT_TYPE,14,
bid,contract_merchant,hdfs_upd_dttm,하둡변경일시,15,
bid,owner,sgg_cd,시군구코드,1,
bid,owner,ctc_phn_no,고객센터전화번호,2,
bid,owner,sgg_nm,시군구명,3,
bid,owner,act_st_cd,활성상태코드,4,
bid,owner,sido_cd,시도코드,5,
bid,owner,odnc_cn,조례내용,6,
bid,owner,ka_id,KA_ID,7,
bid,owner,gm_file_nm,전문파일명,8,
bid,owner,mc_apl_yn,가맹점신청여부,9,
bid,owner,mc_apl_estn_chk_yn,가맹점신청필수체크여부,10,
bid,owner,srch_kwd_nm,검색키워드명,11,
bid,owner,asp_id,ASP_ID,12,
bid,owner,acqr_dv_cd,매입사구분코드,13,
bid,owner,lm_mc_qry_id,제한가맹점쿼리ID,14,
bid,owner,pmsn_mc_qry_id,허용가맹점쿼리ID,15,
bid,owner,lm_bztp_cd_array,제한업종코드배열,16,
bid,owner,cppn_tc_exps_yn,개인정보제공동의약관노출여부,17,
bid,owner,pmsn_mc_grp_id,허용가맹점그룹ID,18,
bid,owner,lm_sl_cd_array,제한매출코드배열,19,
bid,owner,lm_bztp_grp_id_array,제한업종그룹ID배열,20,
bid,owner,sl_lm_dsbl_bztp_grp_id,매출제한해제업종그룹ID,21,
bid,owner,rcs_inq_psbl_yn,RCS조회가능여부,22,
bid,owner,lm_mc_grp_id,제한가맹점그룹ID,23,
bid,owner,djmc_reg_yn,직가맹등록여부,24,
bid,owner,add_acqr_usep_reg_yn,추가매입사사용처등록여부,25,
bid,owner,spc_usep_mc_grp_id,특수사용처가맹점그룹ID,26,
bid,owner,zon_srch_qry_nm,지역검색쿼리명,27,
bid,owner,zon_cd,지역코드,28,
bid,owner,sys_cre_dttm,시스템생성일시,29,
bid,owner,sys_cre_id,시스템생성자ID,30,
bid,owner,sys_upd_dttm,시스템수정일시,31,
bid,owner,sys_upd_id,시스템수정자ID,32,
bid,owner,qr_mc_inq_psbl_yn,QR가맹점조회가능여부,33,
bid,owner,hdfs_upd_dttm,하둡변경일시,34,
bid,owner_mapped,asp_id,ASP_ID,1,
bid,owner_mapped,sido_cd,시도코드,2,
bid,owner_mapped,sgg_cd,시군구코드,3,
bid,owner_mapped,lm_mc_qry_id,제한가맹점쿼리ID,4,
bid,owner_mapped,pmsn_mc_grp_id,허용가맹점그룹ID,5,
bid,owner_mapped,lm_bztp_grp_id,제한업종그룹ID,6,
bid,owner_mapped,lm_sl_cd_array,제한매출코드배열,7,
bid,owner_mapped,sl_lm_dsbl_bztp_grp_id,매출제한해제업종그룹ID,8,
bid,owner_mapped,acqr_dv_cd,매입사구분코드,9,
bid,owner_mapped,srch_kwd_nm,검색키워드명,10,
bid,owner_mapped,djmc_reg_yn,직가맹등록여부,11,
bid,owner_mapped,addr_srch_kwd_val,주소검색키워드값,12,
bid,owner_mapped,sno,일련번호,13,
bid,owner_mapped,pmsn_mc_qry_id,허용가맹점쿼리ID,14,
bid,owner_mapped,lm_mc_grp_id,제한가맹점그룹ID,15,
bid,owner_mapped,spc_usep_mc_grp_id,특수사용처가맹점그룹ID,16,
bid,owner_mapped,sys_cre_dttm,시스템생성일시,17,
bid,owner_mapped,sys_upd_dttm,시스템수정일시,18,
bid,owner_mapped,cnvc_usep_grp_id,편의점사용처그룹ID,19,
bid,owner_mapped,djmc_usep_grp_id,직가맹사용처그룹ID,20,
bid,owner_mapped,djmc_cnvc_usep_grp_id,직가맹편의점사용처그룹ID,21,
bid,owner_mapped,use_yn,사용여부,22,
bid,owner_mapped,hdfs_upd_dttm,하둡변경일시,23,
biz,ccp_card,par_no,PAR번호,1,
biz,ccp_card,sys_cre_dttm,시스템생성일시,2,
biz,ccp_card,entp_ptn_id,기업파트너ID,3,
biz,ccp_card,afc_crd_prd_sno,비즈상품번호,4,
biz,ccp_card,sys_upd_dttm,시스템수정일시,5,
biz,ccp_card,corp_crd_mgmt_stf_id,법인카드관리직원ID,6,
biz,ccp_card,stf_id,파트너사직원ID,7,
biz,ccp_card,bsc_stn_use_yn,기본설정사용여부,8,
biz,ccp_card,corp_crd_comn_use_yn,법인카드공용사용여부,9,
biz,ccp_card,corp_crd_bala_lmt_amt,법인카드잔액한도금액,10,
biz,ccp_card,dscr_cn,설명내용,11,
biz,ccp_card,corp_crd_orgz_no,법인카드조직번호,12,
biz,ccp_card,crd_dsb_dtl_dttm,카드지급상세일시,13,
biz,ccp_card,crd_end_rqs_dtl_dttm,카드종료요청상세일시,14,
biz,ccp_card,ort_type_cd,운영유형코드,15,
biz,ccp_card,corp_svc_al_type_cd,법인상품구분코드,16,
biz,ccp_card,mbr_id,회원ID,17,
biz,ccp_card,crd_tak_yn,카드수령여부,18,
biz,ccp_card,act_rqs_owr_dv_cd,활성요청주체구분코드,19,
biz,ccp_card,bp_svc_grp_id,비즈포털서비스그룹ID,20,
biz,ccp_card,hdfs_upd_dttm,하둡변경일시,21,
biz,ccp_member,bp_opr_id,비즈포털운영자ID,1,
biz,ccp_member,opr_nm,운영자명,2,
biz,ccp_member,sys_cre_dttm,시스템생성일시,3,
biz,ccp_member,sys_upd_dttm,시스템수정일시,4,
biz,ccp_member,ptn_id,파트너ID,5,
biz,ccp_member,last_lgin_dtl_dttm,마지막로그인상세일시,6,
biz,ccp_member,pswd_upd_dtl_dttm,비밀번호수정상세일시,7,
biz,ccp_member,lgin_fail_tmcnt,로그인실패횟수,8,
biz,ccp_member,opr_acc_act_st_cd,관리자계정활성상태코드,9,
biz,ccp_member,bp_opr_grp_id,비즈포털운영자그룹ID,10,
biz,ccp_member,pswd_init_yn,비밀번호초기화여부,11,
biz,ccp_member,psnl_info_inq_psbl_yn,개인정보조회가능여부,12,
biz,ccp_member,lgin_id,로그인ID,13,
biz,ccp_member,mtn_idfr_cd,다국어구분자코드,14,
biz,ccp_member,hier_ptn_id,상위파트너ID,15,
biz,ccp_member,bp_svc_grp_id,비즈포털서비스그룹ID,16,
biz,ccp_member,hdq_ka_id,본부KA_ID,17,
biz,ccp_member,prvc_mgmt_ka_id,지류상품권관리KA_ID,18,
biz,ccp_member,psnl_info_tt_agrm_dtl_dttm,개인정보취급동의상세일시,19,
biz,ccp_member,psnl_info_tt_agrm_yn,개인정보취급동의여부,20,
biz,ccp_member,secr_wtoh_agrm_dtl_dttm,보안서약서동의상세일시,21,
biz,ccp_member,pisp_agrm_yn,개인정보보안서약서동의여부,22,
biz,ccp_member,hdfs_upd_dttm,하둡변경일시,23,
biz,ccp_member_group,bp_opr_grp_id,비즈포털운영자그룹ID,1,
biz,ccp_member_group,opr_grp_nm,운영자그룹명,2,
biz,ccp_member_group,hier_bp_opr_grp_sno,상위비즈포털운영자그룹ID,3,
biz,ccp_member_group,opr_grp_auth_lvl_cd,운영자그룹권한레벨코드,4,
biz,ccp_member_group,dscr_cn,설명내용,5,
biz,ccp_member_group,bp_svc_grp_id,비즈포털서비스그룹ID,6,
biz,ccp_member_group,hdfs_upd_dttm,하둡변경일시,7,
biz,ccp_member_log,opr_actv_rec_no,관리자활동기록번호,1,
biz,ccp_member_log,log_rec_type_cd,로그기록유형코드,2,
biz,ccp_member_log,actv_url,활동URL주소,3,
biz,ccp_member_log,dscr_cn,설명내용,4,
biz,ccp_member_log,ip_addr,IP주소,5,
biz,ccp_member_log,sevr_nm,HOST,6,
biz,ccp_member_log,data_cre_dttm,시스템생성일시,7,
biz,ccp_member_log,bp_opr_id,운영자ID,8,
biz,ccp_member_log,hdfs_upd_dttm,하둡변경일시,9,
biz,ccp_member_log,pt_reg_dt,,10,
biz,ccp_partner,ptn_id,파트너ID,1,
biz,ccp_partner,ptn_nm,성명,2,
biz,ccp_partner,con_prcs_st_cd,계약처리상태코드,3,
biz,ccp_partner,sys_cre_dttm,시스템생성일시,4,
biz,ccp_partner,sys_upd_dttm,시스템수정일시,5,
biz,ccp_partner,bzno,사업자등록번호,6,
biz,ccp_partner,rsvt_dsb_pnt,예약지급포인트,7,
biz,ccp_partner,rsvt_dsb_trgt_wo_dsb_amt,예약지급대상전체지급금액,8,
biz,ccp_partner,asp_id,ASP_ID,9,
biz,ccp_partner,bp_svc_grp_id,비즈포털서비스그룹ID,10,
biz,ccp_partner,role_cd,역할코드,11,
biz,ccp_partner,hier_ptn_id,상위파트너ID,12,
biz,ccp_partner,sttc_data_inq_ptim_strt_dt,통계데이터조회시시작일자,13,
biz,ccp_partner,hdfs_upd_dttm,하둡변경일시,14,
biz,ccp_product,svc_id,서비스ID,1,
biz,ccp_product,afc_crd_prd_sno,기업상품일련번호,2,
biz,ccp_product,entp_ptn_id,기업파트너ID,3,
biz,ccp_product,achrg_yn,자동충전여부,4,
biz,ccp_product,biz_rc_no,비즈충전상번호,5,
biz,ccp_product,achrg_fom_cd,자동충전형태코드,6,
biz,ccp_product,achrg_fxtm_unit_dv_cd,자동충전정기단위구분코드,7,
biz,ccp_product,achrg_fxtm_chrg_mm,자동충전정기충전월,8,
biz,ccp_product,achrg_bala_cri_amt,자동충전잔액기준금액,9,
biz,ccp_product,sys_upd_dttm,시스템수정일시,10,
biz,ccp_product,sys_cre_dttm,시스템생성일시,11,
biz,ccp_product,use_end_dtl_dttm,사용종료상세일시,12,
biz,ccp_product,biz_crd_use_st_cd,상품사용상태코드,13,
biz,ccp_product,achrg_fxtm_chrg_dd,자동충전정기충전일,14,
biz,ccp_product,achrg_amt,자동충전금액,15,
biz,ccp_product,achrg_lmt_amt,자동충전한도금액,16,
biz,ccp_product,ort_type_cd,운영유형코드,17,
biz,ccp_product,corp_svc_al_type_cd,법인상품구분코드,18,
biz,ccp_product,bp_svc_grp_id,비즈포털서비스그룹ID,19,
biz,ccp_product,sndng_type_cd,발송유형코드,20,
biz,ccp_product,bsc_ptn_yn,기본파트너여부,21,
biz,ccp_product,hdfs_upd_dttm,하둡변경일시,22,
biz,ccp_product_manager,bp_opr_id,비즈포털운영자ID,1,
biz,ccp_product_manager,afc_crd_prd_sno,제휴사카드상품일련번호,2,
biz,ccp_product_manager,amt_mgmt_auth_yn,금액관리권한여부,3,
biz,ccp_product_manager,apv_auth_yn,승인권한여부,4,
biz,ccp_product_manager,sys_cre_dttm,시스템생성일시,5,
biz,ccp_product_manager,sys_upd_dttm,시스템수정일시,6,
biz,ccp_product_manager,crd_pnt_plcy_id,카드포인트정책ID,7,
biz,ccp_product_manager,crd_cash_plcy_nm,카드캐시정책명,8,
biz,ccp_product_manager,crd_cash_plcy_type_cd,카드캐시정책유형코드,9,
biz,ccp_product_manager,sub_crd_cash_plcy_type_cd,세부카드캐시정책유형코드,10,
biz,ccp_product_manager,ge_mbr_reg_auth_yn,일반회원등록권한여부,11,
biz,ccp_product_manager,hdfs_upd_dttm,하둡변경일시,12,
biz,ccp_recharger,entp_ptn_id,기업파트너ID,1,
biz,ccp_recharger,biz_rc_sno,BIZ충전상일련번호,2,
biz,ccp_recharger,rc_id,충전상ID,3,
biz,ccp_recharger,bp_svc_grp_id,비즈포털서비스그룹ID,4,
biz,ccp_recharger,sys_cre_dttm,시스템생성일시,5,
biz,ccp_recharger,sys_upd_dttm,시스템수정일시,6,
biz,ccp_recharger,hdfs_upd_dttm,하둡변경일시,7,
biz,rcs_appmember_reg_history,ptn_id,파트너ID,1,
biz,rcs_appmember_reg_history,wrt_opr_id,작성운영자ID,2,
biz,rcs_appmember_reg_history,mbr_id,회원ID,3,
biz,rcs_appmember_reg_history,data_cre_dttm,데이터생성일시,4,
biz,rcs_appmember_reg_history,bp_svc_grp_id,비즈포털서비스그룹ID,5,
biz,rcs_appmember_reg_history,ofl_sll_po_reg_mbr_hist_sno,오프라인판매포털등록회원이력일련번호,6,
biz,rcs_appmember_reg_history,sys_cre_dttm,시스템생성일시,7,
biz,rcs_appmember_reg_history,sys_upd_dttm,시스템수정일시,8,
biz,rcs_appmember_reg_history,hdfs_upd_dttm,하둡변경일시,9,
biz,rcs_appmember_reg_history,pt_cre_dt,,10,
biz,rcs_bonbu,hdq_ka_id,본부KA_ID,1,
biz,rcs_bonbu,hdq_ka_nm,본부KA명,2,
biz,rcs_bonbu,con_prcs_st_cd,계약처리상태코드,3,
biz,rcs_bonbu,sys_cre_dttm,시스템생성일시,4,
biz,rcs_bonbu,sys_upd_dttm,시스템수정일시,5,
biz,rcs_bonbu,bzno,사업자등록번호,6,
biz,rcs_bonbu,asp_id,ASP_ID,7,
biz,rcs_bonbu,bp_svc_grp_id,비즈포털서비스그룹ID,8,
biz,rcs_bonbu,asp_nm,ASP명,9,
biz,rcs_bonbu,ka_id,KA_ID,10,
biz,rcs_bonbu,ka_nm,KA명,11,
biz,rcs_bonbu,admd_cd,행정동코드,12,
biz,rcs_bonbu,lgld_cd,법정동코드,13,
biz,rcs_bonbu,hdfs_upd_dttm,하둡변경일시,14,
biz,rcs_bonbu_mapping,hdq_ka_id,본부KA_ID,1,
biz,rcs_bonbu_mapping,mapng_id,매핑ID,2,
biz,rcs_bonbu_mapping,ptn_id,파트너ID,3,
biz,rcs_bonbu_mapping,bp_svc_grp_id,비즈포털서비스그룹ID,4,
biz,rcs_bonbu_mapping,sys_cre_dttm,시스템생성일시,5,
biz,rcs_bonbu_mapping,sys_upd_dttm,시스템수정일시,6,
biz,rcs_bonbu_mapping,hdfs_upd_dttm,하둡변경일시,7,
cam,cam_cnvg_par_mapng_hist,cnvg_par_mapng_hist_sno,시퀀스ID,1,
cam,cam_cnvg_par_mapng_hist,sys_cre_dttm,시스템생성일시,2,
cam,cam_cnvg_par_mapng_hist,sys_upd_dttm,시스템수정일시,3,
cam,cam_cnvg_par_mapng_hist,crd_apl_no,카드신청번호,4,
cam,cam_cnvg_par_mapng_hist,asp_id,ASP ID,5,
cam,cam_cnvg_par_mapng_hist,mbr_id,회원ID,6,
cam,cam_cnvg_par_mapng_hist,par_no,PAR_NO,7,
cam,cam_cnvg_par_mapng_hist,svc_id,상품ID,8,
cam,cam_cnvg_par_mapng_hist,cnvg_asp_id,결합카드 ASP ID,9,
cam,cam_cnvg_par_mapng_hist,cnvg_mbr_id,결합카드 회원ID,10,
cam,cam_cnvg_par_mapng_hist,cnvg_par_no,결합카드 PAR_NO,11,
cam,cam_cnvg_par_mapng_hist,cnvg_svc_id,결합카드 상품ID,12,
cam,cam_cnvg_par_mapng_hist,rs_st_cd,결과상태코드,13,
cam,cam_cnvg_par_mapng_hist,rsp_rs_cd,응답결과코드,14,
cam,cam_cnvg_par_mapng_hist,rsp_rs_cn,응답결과내용,15,
cam,cam_cnvg_par_mapng_hist,rqs_chnl_cd,요청채널코드,16,
cam,cam_cnvg_par_mapng_hist,cnvg_type_cd,결합유형코드,17,
cam,cam_cnvg_par_mapng_hist,hdfs_upd_dttm,하둡변경일시,18,
cam,cam_cnvg_par_mapng_hist,pt_cre_dt,,19,
cam,cam_cnvg_svc_mapng,cnvg_svc_mapng_sno,결합서비스매핑일련번호,1,
cam,cam_cnvg_svc_mapng,asp_id,ASP_ID,2,
cam,cam_cnvg_svc_mapng,svc_id,서비스ID,3,
cam,cam_cnvg_svc_mapng,reg_crd_rltg_type_cd,등록카드실물유형코드,4,
cam,cam_cnvg_svc_mapng,cnvg_asp_id,결합ASP_ID,5,
cam,cam_cnvg_svc_mapng,cnvg_svc_id,결합서비스ID,6,
cam,cam_cnvg_svc_mapng,cnvg_reg_crd_rltg_type_cd,결합등록카드실물유형코드,7,
cam,cam_cnvg_svc_mapng,sys_cre_dttm,시스템생성일시,8,
cam,cam_cnvg_svc_mapng,sys_upd_dttm,시스템수정일시,9,
cam,cam_cnvg_svc_mapng,ka_id,KA_ID,10,
cam,cam_cnvg_svc_mapng,hdfs_upd_dttm,하둡변경일시,11,
cam,cam_crd_apl_add,sys_cre_dttm,시스템생성일시,1,
cam,cam_crd_apl_add,sys_upd_dttm,시스템수정일시,2,
cam,cam_crd_apl_add,crd_apl_no,카드신청번호,3,
cam,cam_crd_apl_add,sppm_cd_array,간편결제코드배열,4,
cam,cam_crd_apl_add,hdfs_upd_dttm,하둡변경일시,5,
cam,cam_crd_apl_add,pt_cre_dt,,6,
cam,card_delivery,crd_dlv_sno,카드배송일련번호,1,
cam,card_delivery,pt_cre_dt,,2,
cam,card_delivery,crd_apl_no,카드신청번호,3,
cam,card_delivery,crd_apl_mbr_id,카드신청회원ID,4,
cam,card_delivery,apl_crd_par_no,신청카드PAR번호,5,
cam,card_delivery,crd_shpn_rqs_sno,카드운송요청일련번호,6,
cam,card_delivery,crd_dlv_st_cd,카드배송상태코드,7,
cam,card_delivery,crd_dlv_st_dtl_cd,카드배송상태상세코드,8,
cam,card_delivery,crd_dlv_st_cdnm,카드배송상태코드명,9,
cam,card_delivery,crd_dlv_bsc_addr,카드배송기본주소,10,
cam,card_delivery,crd_dlv_addr_psno,카드배송주소우편번호,11,
cam,card_delivery,enc_crd_takp_brth_dt,암호화카드수령자생년월일,12,
cam,card_delivery,svc_id,서비스ID,13,
cam,card_delivery,svc_dv_cd,서비스구분코드,14,
cam,card_delivery,svc_nm,서비스명,15,
cam,card_delivery,enc_aplp_rsno,암호화신청자주민등록번호,16,
cam,card_delivery,dlv_rqs_rs_cd,배송요청결과코드,17,
cam,card_delivery,dlv_rqs_rs_msg_cn,배송요청결과메시지내용,18,
cam,card_delivery,dlv_enp_cd,배송업체코드,19,
cam,card_delivery,dlv_rqs_dttm,배송요청일시,20,
cam,card_delivery,dlv_strt_dttm,배송시작일시,21,
cam,card_delivery,dlv_prcs_dttm,배송처리일시,22,
cam,card_delivery,sys_cre_dttm,시스템생성일시,23,
cam,card_delivery,sys_upd_dttm,시스템수정일시,24,
cam,card_delivery,crd_slf_tak_yn,카드본인수령여부,25,
cam,card_delivery,asp_id,ASP_ID,26,
cam,card_delivery,mbr_rsdp_addr_yn,회원거주지주소여부,27,
cam,card_delivery,file_exs_yn,파일존재여부,28,
cam,card_delivery,crd_brcd_id,카드바코드ID,29,
cam,card_delivery,sf_phn_no_use_yn,안심전화번호사용여부,30,
cam,card_delivery,sf_phn_no_cre_dt,안심전화번호생성일자,31,
cam,card_delivery,tthr_tak_yn,제3자수령여부,32,
cam,card_delivery,crd_takp_aplp_rel_cd,카드수령자신청자관계코드,33,
cam,card_delivery,crd_takp_aplp_rel_cdnm,카드수령자신청자관계코드명,34,
cam,card_delivery,hdfs_upd_dttm,하둡변경일시,35,
cam,card_delivery,outs_alt_tpl_cd,외부알림톡템플릿코드,36,
cam,card_delivery,sf_phn_no_use_prd_yn,안심전화번호사용상품여부,37,
cam,card_delivery,crd_snbk_cdnm,카드반송코드명,38,
cam,card_delivery,pre_dlv_dttm,선배송일시,39,
cam,card_delivery,dlv_spot_cd,배송현장코드,40,
cam,card_issue,crd_apl_sno,ID,1,
cam,card_issue,sys_cre_dttm,시스템생성일시,2,
cam,card_issue,sys_upd_dttm,시스템수정일시,3,
cam,card_issue,crd_apl_dt,카드신청일자,4,
cam,card_issue,crd_apl_cplt_dt,카드신청완료일자,5,
cam,card_issue,crd_apl_no,카드신청번호,6,
cam,card_issue,crd_stlm_mhd_cd,신청카드상품결제방식코드,7,
cam,card_issue,crd_apl_type_cd,발급유형코드,8,
cam,card_issue,crd_apl_rsn_cd,카드신청유형코드,9,
cam,card_issue,crd_apl_st_cd,카드신청상태코드,10,
cam,card_issue,apl_st_cd,신청상태코드,11,
cam,card_issue,mbr_id,카드신청회원ID,12,
cam,card_issue,asp_id,ASP_ID,13,
cam,card_issue,ka_id,카드KA_ID,14,
cam,card_issue,wllt_mapng_id,월렛ID매핑ID,15,
cam,card_issue,mb_crd_par_no,모바일카드PAR번호,16,
cam,card_issue,mb_crd_svc_id,모바일카드서비스ID,17,
cam,card_issue,mb_crd_svc_nm,모바일카드상품명,18,
cam,card_issue,enc_rltg_crdno,암호화실물카드번호,19,
cam,card_issue,rltg_crd_par_no,실물카드PAR번호,20,
cam,card_issue,rltg_crd_svc_id,실물카드서비스ID,21,
cam,card_issue,rltg_crd_svc_nm,실물카드상품명,22,
cam,card_issue,crd_xp_impn_yn,카드비용부과여부,23,
cam,card_issue,rpbl_acn_tsfr_tran_id,카드비용부과거래ID,24,
cam,card_issue,enc_mb_crd_cvc_no,모바일카드CVC번호,25,
cam,card_issue,rltg_crd_isu_bat_id,실물카드발급배치ID,26,
cam,card_issue,csh_ic_apl_yn,현금IC신청여부,27,
cam,card_issue,crd_xp_type_cd,카드비용유형코드,28,
cam,card_issue,crd_xp_impn_psp_yn,카드비용부과지연여부,29,
cam,card_issue,mb_pre_isu_yn,모바일선발급진행여부,30,
cam,card_issue,crd_apl_chnl_cd,카드신청채널코드,31,
cam,card_issue,risu_apl_yn,재발급신청여부,32,
cam,card_issue,od_crd_apl_no,기존카드신청번호,33,
cam,card_issue,risu_crd_apl_no,재발급카드신청번호,34,
cam,card_issue,mb_crd_exn_dt,모바일카드만료일자,35,
cam,card_issue,mb_crd_dsc_yn,모바일카드폐기여부,36,
cam,card_issue,enc_rsno,암호화주민등록번호,37,
cam,card_issue,crd_apl_ocr_file_exs_yn,카드신청OCR파일존재여부,38,
cam,card_issue,od_par_no,재발급이전PAR번호,39,
cam,card_issue,od_rltg_crd_svc_id,재발급기존실물카드서비스ID,40,
cam,card_issue,od_mb_crd_svc_id,재발급기존모바일카드서비스ID,41,
cam,card_issue,od_rltg_crd_svc_nm,재발급이전카드실물카드상품명,42,
cam,card_issue,od_mb_crd_svc_nm,재발급이전카드모바일카드상품명,43,
cam,card_issue,crd_xp_impn_amt,카드비용부과금액,44,
cam,card_issue,call_err_cd,호출오류코드,45,
cam,card_issue,call_err_msg_cn,호출오류메시지내용,46,
cam,card_issue,rltg_crd_dlv_apl_yn,실물카드배송신청여부,47,
cam,card_issue,mb_pre_isu_svc_yn,신청카드모바일선발급상품여부,48,
cam,card_issue,apl_crd_spc_attr_val,신청카드특수속성값,49,
cam,card_issue,xp_impn_st_chk_yn,비용부과상태체크여부,50,
